66.886889 124 NATNET2IVY_FILT -0.345101 0.550276 0.405133
66.895138 124 NATNET2IVY_FILT -0.344895 0.548997 0.411959
66.904083 124 NATNET2IVY_FILT -0.344895 0.548997 0.411959
66.904083 124 NATNET2IVY -0.345059 0.550014 0.406530 0.000000 0.000000 0.000000 -0.106562 1
66.940074 124 NATNET2IVY_FILT -0.344250 0.542445 0.444926
66.940074 124 NATNET2IVY -0.344981 0.549410 0.409657 0.000000 0.000000 0.000000 -0.052710 1
66.948847 124 NATNET2IVY_FILT -0.343702 0.539998 0.458057
66.957034 124 NATNET2IVY_FILT -0.343702 0.539998 0.458057
66.965280 124 NATNET2IVY_FILT -0.343544 0.537414 0.471529
66.973508 124 NATNET2IVY_FILT -0.343544 0.537414 0.471529
66.973508 124 NATNET2IVY -0.343973 0.541464 0.450495 0.009121 -0.063097 0.334279 -0.012374 1
66.982102 124 NATNET2IVY_FILT -0.343236 0.535739 0.485182
66.990726 124 NATNET2IVY_FILT -0.343236 0.535739 0.485182
66.999372 124 NATNET2IVY_FILT -0.343236 0.535739 0.485182
67.008392 124 NATNET2IVY_FILT -0.343236 0.535739 0.485182
67.008392 124 NATNET2IVY -0.343293 0.536020 0.481965 0.009121 -0.063097 0.334279 -0.003024 1
67.217871 124 NATNET2IVY_FILT -0.323316 0.508250 0.702380
67.217871 124 NATNET2IVY -0.342281 0.534277 0.495430 0.009121 -0.063097 0.334279 0.122380 1
67.235445 124 NATNET2IVY_FILT -0.320883 0.506651 0.717680
67.244255 124 NATNET2IVY_FILT -0.319611 0.505949 0.725056
67.252789 124 NATNET2IVY_FILT -0.318470 0.505334 0.732707
67.252789 124 NATNET2IVY -0.328857 0.516670 0.636897 0.027211 -0.029928 0.286804 0.117166 1
67.261222 124 NATNET2IVY_FILT -0.317339 0.505040 0.740316
67.270395 124 NATNET2IVY_FILT -0.315857 0.504518 0.747793
67.278729 124 NATNET2IVY_FILT -0.314629 0.504445 0.755078
67.287521 124 NATNET2IVY_FILT -0.313381 0.504160 0.762832
67.287521 124 NATNET2IVY -0.316220 0.503882 0.750176 0.152647 -0.035206 0.903756 0.144752 1
67.296189 124 NATNET2IVY_FILT -0.312093 0.504324 0.769597
67.304709 124 NATNET2IVY_FILT -0.311007 0.503842 0.776609
67.313273 124 NATNET2IVY_FILT -0.309712 0.503694 0.783787
67.321978 124 NATNET2IVY_FILT -0.308398 0.503595 0.791453
67.321978 124 NATNET2IVY -0.311386 0.503406 0.776200 0.149509 -0.016959 0.858638 0.160931 1
67.330421 124 NATNET2IVY_FILT -0.307278 0.503484 0.798223
67.340456 124 NATNET2IVY_FILT -0.305904 0.503060 0.805679
67.348805 124 NATNET2IVY_FILT -0.303200 0.502304 0.819725
67.356944 124 NATNET2IVY_FILT -0.303200 0.502304 0.819725
67.356944 124 NATNET2IVY -0.306599 0.503212 0.801343 0.155946 -0.038719 0.848138 0.186021 1
67.365554 124 NATNET2IVY_FILT -0.300979 0.501650 0.833950
67.373771 124 NATNET2IVY_FILT -0.300979 0.501650 0.833950
67.382455 124 NATNET2IVY_FILT -0.297689 0.500549 0.846878
67.390463 124 NATNET2IVY_FILT -0.297689 0.500549 0.846878
67.390463 124 NATNET2IVY -0.301017 0.501700 0.831985 0.165302 -0.052662 0.814603 0.186823 1
67.398951 124 NATNET2IVY_FILT -0.295110 0.499653 0.860754
67.407094 124 NATNET2IVY_FILT -0.295110 0.499653 0.860754
67.416139 124 NATNET2IVY_FILT -0.292353 0.498801 0.874217
67.424189 124 NATNET2IVY_FILT -0.292353 0.498801 0.874217
67.424189 124 NATNET2IVY -0.295358 0.499780 0.859518 0.160107 -0.052448 0.820162 0.180402 1
67.433218 124 NATNET2IVY_FILT -0.289638 0.497860 0.886873
67.441546 124 NATNET2IVY_FILT -0.288349 0.497633 0.893069
67.450310 124 NATNET2IVY_FILT -0.287107 0.497455 0.899883
67.459229 124 NATNET2IVY_FILT -0.285831 0.497040 0.906083
67.459229 124 NATNET2IVY -0.289582 0.497983 0.887451 0.195652 -0.052809 0.955991 0.177204 1
67.467915 124 NATNET2IVY_FILT -0.284277 0.496471 0.911494
67.476861 124 NATNET2IVY_FILT -0.283210 0.496141 0.917017
67.485497 124 NATNET2IVY_FILT -0.281949 0.495833 0.923697
