4.279 124 WIND_INFO 124 42 0. 0. 0.
14.280 124 WIND_INFO 124 42 0. 0. 0.
24.282 124 WIND_INFO 124 42 0. 0. 0.
34.283 124 WIND_INFO 124 42 0. 0. 0.
44.283 124 WIND_INFO 124 42 0. 0. 0.
54.283 124 WIND_INFO 124 42 0. 0. 0.
64.284 124 WIND_INFO 124 42 0. 0. 0.
74.285 124 WIND_INFO 124 42 0. 0. 0.
84.287 124 WIND_INFO 124 42 0. 0. 0.
94.287 124 WIND_INFO 124 42 0. 0. 0.
104.288 124 WIND_INFO 124 42 0. 0. 0.
114.288 124 WIND_INFO 124 42 0. 0. 0.
124.290 124 WIND_INFO 124 42 0. 0. 0.
134.290 124 WIND_INFO 124 42 0. 0. 0.
144.290 124 WIND_INFO 124 42 0. 0. 0.
154.290 124 WIND_INFO 124 42 0. 0. 0.
164.291 124 WIND_INFO 124 42 0. 0. 0.
174.292 124 WIND_INFO 124 42 0. 0. 0.
184.293 124 WIND_INFO 124 42 0. 0. 0.
194.294 124 WIND_INFO 124 42 0. 0. 0.
204.294 124 WIND_INFO 124 42 0. 0. 0.
214.295 124 WIND_INFO 124 42 0. 0. 0.
224.296 124 WIND_INFO 124 42 0. 0. 0.
234.297 124 WIND_INFO 124 42 0. 0. 0.
244.298 124 WIND_INFO 124 42 0. 0. 0.
254.300 124 WIND_INFO 124 42 0. 0. 0.
264.302 124 WIND_INFO 124 42 0. 0. 0.
274.304 124 WIND_INFO 124 42 0. 0. 0.
284.305 124 WIND_INFO 124 42 0. 0. 0.
294.306 124 WIND_INFO 124 42 0. 0. 0.
304.308 124 WIND_INFO 124 42 0. 0. 0.
314.309 124 WIND_INFO 124 42 0. 0. 0.
324.312 124 WIND_INFO 124 42 0. 0. 0.
334.314 124 WIND_INFO 124 42 0. 0. 0.
344.315 124 WIND_INFO 124 42 0. 0. 0.
354.316 124 WIND_INFO 124 42 0. 0. 0.
364.318 124 WIND_INFO 124 42 0. 0. 0.
374.319 124 WIND_INFO 124 42 0. 0. 0.
384.321 124 WIND_INFO 124 42 0. 0. 0.
394.322 124 WIND_INFO 124 42 0. 0. 0.
404.322 124 WIND_INFO 124 42 0. 0. 0.
414.323 124 WIND_INFO 124 42 0. 0. 0.
424.325 124 WIND_INFO 124 42 0. 0. 0.
434.326 124 WIND_INFO 124 42 0. 0. 0.
444.328 124 WIND_INFO 124 42 0. 0. 0.
454.329 124 WIND_INFO 124 42 0. 0. 0.
464.330 124 WIND_INFO 124 42 0. 0. 0.
474.331 124 WIND_INFO 124 42 0. 0. 0.
484.333 124 WIND_INFO 124 42 0. 0. 0.
494.334 124 WIND_INFO 124 42 0. 0. 0.
504.335 124 WIND_INFO 124 42 0. 0. 0.
514.336 124 WIND_INFO 124 42 0. 0. 0.
524.338 124 WIND_INFO 124 42 0. 0. 0.
534.339 124 WIND_INFO 124 42 0. 0. 0.
544.341 124 WIND_INFO 124 42 0. 0. 0.
554.342 124 WIND_INFO 124 42 0. 0. 0.
564.351 124 WIND_INFO 124 42 0. 0. 0.
574.351 124 WIND_INFO 124 42 0. 0. 0.
584.352 124 WIND_INFO 124 42 0. 0. 0.
594.353 124 WIND_INFO 124 42 0. 0. 0.
