18.668025 124 NATNET2IVY 0.137549 -0.420035 0.508254 0.000000 0.000000 0.000000 -1.449867 1
18.701381 124 NATNET2IVY 0.134200 -0.415406 0.506577 -0.078601 0.101057 -0.043912 -1.472344 1
18.734534 124 NATNET2IVY 0.131806 -0.410990 0.504756 -0.071840 0.132496 -0.054617 -1.488528 1
18.767916 124 NATNET2IVY 0.129964 -0.406460 0.503572 -0.055251 0.135875 -0.035529 -1.509175 1
18.801356 124 NATNET2IVY 0.128982 -0.402036 0.502967 -0.029463 0.132746 -0.018137 -1.528310 1
18.834564 124 NATNET2IVY 0.128774 -0.397606 0.502965 -0.006247 0.132873 -0.000059 -1.545950 1
18.867945 124 NATNET2IVY 0.129213 -0.393229 0.503126 0.013193 0.131322 0.004817 -1.565774 1
18.901289 124 NATNET2IVY 0.130179 -0.389044 0.503200 0.028956 0.125545 0.002205 -1.583830 1
18.934840 124 NATNET2IVY 0.131706 -0.384973 0.503606 0.045819 0.122144 0.012193 -1.601698 1
18.968885 124 NATNET2IVY 0.133942 -0.380943 0.503859 0.067093 0.120893 0.007582 -1.621512 1
19.002086 124 NATNET2IVY 0.136739 -0.377275 0.504190 0.083892 0.110043 0.009942 -1.641442 1
19.035843 124 NATNET2IVY 0.140109 -0.373709 0.504554 0.101097 0.106980 0.010927 -1.659522 1
19.069861 124 NATNET2IVY 0.143924 -0.370333 0.504701 0.114467 0.101268 0.004393 -1.673211 1
19.103264 124 NATNET2IVY 0.148257 -0.367317 0.504530 0.129995 0.090486 -0.005132 -1.690522 1
19.136502 124 NATNET2IVY 0.152834 -0.364496 0.504277 0.137295 0.084628 -0.007585 -1.707932 1
19.170176 124 NATNET2IVY 0.157674 -0.362165 0.503044 0.145196 0.069932 -0.036977 -1.722985 1
19.204174 124 NATNET2IVY 0.162648 -0.360133 0.501390 0.149221 0.060954 -0.049642 -1.737709 1
19.237438 124 NATNET2IVY 0.167552 -0.358685 0.499090 0.147123 0.043455 -0.068993 -1.755699 1
19.270731 124 NATNET2IVY 0.172281 -0.357571 0.496347 0.141878 0.033419 -0.082279 -1.771853 1
19.304076 124 NATNET2IVY 0.176774 -0.356863 0.492674 0.134773 0.021233 -0.110182 -1.787018 1
19.337438 124 NATNET2IVY 0.180744 -0.356575 0.488959 0.119123 0.008643 -0.111458 -1.805768 1
19.370802 124 NATNET2IVY 0.184223 -0.356931 0.485951 0.104363 -0.010691 -0.090256 -1.823864 1
19.404114 124 NATNET2IVY 0.187002 -0.357691 0.483121 0.083373 -0.022798 -0.084879 -1.841780 1
19.437360 124 NATNET2IVY 0.189201 -0.358736 0.480665 0.065969 -0.031327 -0.073684 -1.856848 1
19.471130 124 NATNET2IVY 0.190998 -0.360546 0.477621 0.053913 -0.054312 -0.091339 -1.878617 1
19.504332 124 NATNET2IVY 0.191601 -0.361682 0.475931 0.053913 -0.054312 -0.091339 -1.888218 1
19.537584 124 NATNET2IVY 0.191762 -0.363871 0.473226 0.011454 -0.049870 -0.065916 -1.901190 1
19.570747 124 NATNET2IVY 0.191384 -0.365846 0.470918 -0.011322 -0.059268 -0.069231 -1.914858 1
19.604014 124 NATNET2IVY 0.190112 -0.368158 0.468244 -0.038169 -0.069353 -0.080245 -1.927796 1
19.637414 124 NATNET2IVY 0.188209 -0.370522 0.465399 -0.057095 -0.070907 -0.085351 -1.937758 1
19.670597 124 NATNET2IVY 0.185785 -0.373143 0.462383 -0.072725 -0.078657 -0.090453 -1.950590 1
19.703987 124 NATNET2IVY 0.182667 -0.375730 0.459114 -0.093530 -0.077593 -0.098088 -1.961712 1
19.737670 124 NATNET2IVY 0.178903 -0.378344 0.455115 -0.112927 -0.078431 -0.119972 -1.969304 1
19.770804 124 NATNET2IVY 0.174728 -0.381130 0.451430 -0.125254 -0.083568 -0.110556 -1.976929 1
19.804243 124 NATNET2IVY 0.169732 -0.383777 0.447490 -0.149865 -0.079428 -0.118178 -1.982881 1
19.837594 124 NATNET2IVY 0.164434 -0.386437 0.443987 -0.158950 -0.079780 -0.105107 -1.993288 1
19.870695 124 NATNET2IVY 0.158682 -0.389029 0.440641 -0.172564 -0.077758 -0.100358 -1.998634 1
19.904016 124 NATNET2IVY 0.152662 -0.391370 0.437944 -0.180585 -0.070254 -0.080923 -2.006561 1
19.937428 124 NATNET2IVY 0.146393 -0.393683 0.435120 -0.188085 -0.069369 -0.084711 -2.013921 1
19.970745 124 NATNET2IVY 0.140081 -0.395685 0.433266 -0.189357 -0.060075 -0.055631 -2.020127 1
20.004082 124 NATNET2IVY 0.133489 -0.397653 0.431386 -0.197747 -0.059036 -0.056399 -2.025142 1
20.037430 124 NATNET2IVY 0.127021 -0.399401 0.429995 -0.194052 -0.052444 -0.041719 -2.030179 1
20.070696 124 NATNET2IVY 0.120597 -0.400876 0.429460 -0.192706 -0.044257 -0.016049 -2.036282 1
20.103985 124 NATNET2IVY 0.114104 -0.402388 0.428612 -0.194815 -0.045356 -0.025448 -2.041764 1
20.137340 124 NATNET2IVY 0.107692 -0.403786 0.427916 -0.192341 -0.041935 -0.020893 -2.048269 1
20.171966 124 NATNET2IVY 0.101622 -0.405128 0.427675 -0.182104 -0.040255 -0.007220 -2.051830 1
20.205437 124 NATNET2IVY 0.094397 -0.406412 0.427489 -0.216766 -0.038510 -0.005594 -2.059149 1
20.238654 124 NATNET2IVY 0.088806 -0.407534 0.427244 -0.167729 -0.033674 -0.007329 -2.066532 1
20.271878 124 NATNET2IVY 0.083749 -0.408657 0.426693 -0.151685 -0.033673 -0.016526 -2.074371 1
20.305339 124 NATNET2IVY 0.078942 -0.409558 0.426218 -0.144232 -0.027044 -0.014264 -2.079834 1
20.338812 124 NATNET2IVY 0.074849 -0.410358 0.426015 -0.122780 -0.023996 -0.006086 -2.085629 1
20.372052 124 NATNET2IVY 0.070969 -0.411061 0.425665 -0.116393 -0.021079 -0.010509 -2.091826 1
20.405404 124 NATNET2IVY 0.068003 -0.411729 0.425529 -0.088981 -0.020048 -0.004081 -2.096557 1
20.438734 124 NATNET2IVY 0.065369 -0.412202 0.425373 -0.079017 -0.014187 -0.004663 -2.102127 1
20.472019 124 NATNET2IVY 0.063599 -0.412571 0.425297 -0.053105 -0.011091 -0.002291 -2.107197 1
20.505171 124 NATNET2IVY 0.062303 -0.412750 0.425053 -0.038883 -0.005345 -0.007324 -2.112105 1
20.538632 124 NATNET2IVY 0.061539 -0.412864 0.424642 -0.022933 -0.003428 -0.012324 -2.117676 1
20.572090 124 NATNET2IVY 0.061478 -0.412844 0.424110 -0.001826 0.000595 -0.015951 -2.122728 1
20.605322 124 NATNET2IVY 0.062068 -0.412690 0.423978 0.017718 0.004609 -0.003971 -2.126490 1
20.638779 124 NATNET2IVY 0.063149 -0.412433 0.424022 0.032406 0.007731 0.001330 -2.128668 1
20.672360 124 NATNET2IVY 0.064919 -0.412020 0.424596 0.053107 0.012389 0.017197 -2.133787 1
20.705473 124 NATNET2IVY 0.067158 -0.411494 0.424809 0.067180 0.015772 0.006416 -2.140271 1
20.738700 124 NATNET2IVY 0.070026 -0.410895 0.425236 0.086024 0.017975 0.012790 -2.142598 1
20.772542 124 NATNET2IVY 0.073321 -0.410175 0.425605 0.098857 0.021597 0.011078 -2.149262 1
20.806482 124 NATNET2IVY 0.077036 -0.409254 0.425762 0.111468 0.027627 0.004723 -2.153127 1
20.839619 124 NATNET2IVY 0.081321 -0.408205 0.426388 0.128540 0.031462 0.018767 -2.157027 1
20.873055 124 NATNET2IVY 0.085671 -0.407022 0.426710 0.130487 0.035509 0.009651 -2.163055 1
20.906501 124 NATNET2IVY 0.090524 -0.405775 0.427209 0.145602 0.037402 0.014964 -2.167676 1
20.940574 124 NATNET2IVY 0.095478 -0.404370 0.427052 0.148611 0.042138 -0.004703 -2.170546 1
20.973787 124 NATNET2IVY 0.100582 -0.402665 0.426887 0.153121 0.051168 -0.004930 -2.172651 1
21.007386 124 NATNET2IVY 0.105705 -0.401179 0.426527 0.153707 0.044582 -0.010823 -2.183222 1
21.040648 124 NATNET2IVY 0.110935 -0.399494 0.426257 0.156878 0.050552 -0.008103 -2.185019 1
21.073996 124 NATNET2IVY 0.116141 -0.397540 0.425867 0.156193 0.058604 -0.011683 -2.188275 1
21.107391 124 NATNET2IVY 0.121084 -0.395608 0.425257 0.148294 0.057976 -0.018294 -2.194602 1
21.141420 124 NATNET2IVY 0.126042 -0.393481 0.424670 0.148738 0.063790 -0.017636 -2.197952 1
21.175970 124 NATNET2IVY 0.130753 -0.391292 0.423948 0.141333 0.065671 -0.021634 -2.201345 1
21.209969 124 NATNET2IVY 0.135328 -0.388825 0.423350 0.137236 0.074005 -0.017953 -2.205612 1
21.245578 124 NATNET2IVY 0.139605 -0.386357 0.422462 0.128308 0.074053 -0.026628 -2.209180 1
21.279188 124 NATNET2IVY 0.143426 -0.383890 0.421182 0.114648 0.073996 -0.038396 -2.213189 1
21.312525 124 NATNET2IVY 0.147006 -0.381182 0.421070 0.107397 0.081240 -0.003389 -2.217560 1
21.345747 124 NATNET2IVY 0.150193 -0.378347 0.420643 0.095612 0.085048 -0.012784 -2.219958 1
21.379183 124 NATNET2IVY 0.152873 -0.375422 0.419728 0.080380 0.087756 -0.027452 -2.219574 1
21.412652 124 NATNET2IVY 0.154967 -0.372531 0.418620 0.062829 0.086726 -0.033242 -2.222290 1
21.445654 124 NATNET2IVY 0.157108 -0.368646 0.417203 0.064227 0.116561 -0.042510 -2.221676 1
21.479056 124 NATNET2IVY 0.157953 -0.366395 0.416453 0.064227 0.116561 -0.042510 -2.219567 1
21.512713 124 NATNET2IVY 0.158599 -0.363255 0.415395 0.022370 0.080873 -0.027129 -2.221905 1
21.545741 124 NATNET2IVY 0.158627 -0.360176 0.414810 0.000844 0.092356 -0.017526 -2.218778 1
21.579018 124 NATNET2IVY 0.158253 -0.357101 0.413272 -0.011236 0.092236 -0.046163 -2.215376 1
21.612530 124 NATNET2IVY 0.157244 -0.354018 0.411888 -0.030252 0.092502 -0.041502 -2.215828 1
21.645841 124 NATNET2IVY 0.155762 -0.351081 0.410659 -0.044472 0.088119 -0.036884 -2.211221 1
21.679091 124 NATNET2IVY 0.154074 -0.348048 0.409364 -0.050649 0.090983 -0.038846 -2.209235 1
21.712332 124 NATNET2IVY 0.151990 -0.345245 0.408729 -0.062511 0.084089 -0.019045 -2.205716 1
21.745432 124 NATNET2IVY 0.149538 -0.342455 0.408697 -0.073545 0.083701 -0.000947 -2.199877 1
21.779144 124 NATNET2IVY 0.146860 -0.339833 0.408974 -0.080353 0.078662 0.008289 -2.197322 1
21.812261 124 NATNET2IVY 0.144171 -0.337317 0.408947 -0.080661 0.075476 -0.000809 -2.192697 1
21.845692 124 NATNET2IVY 0.141537 -0.334725 0.408681 -0.079030 0.077762 -0.007980 -2.189515 1
21.878913 124 NATNET2IVY 0.138761 -0.332298 0.407999 -0.083290 0.072795 -0.020446 -2.183174 1
21.912248 124 NATNET2IVY 0.136449 -0.329950 0.407061 -0.069343 0.070470 -0.028142 -2.181425 1
21.946079 124 NATNET2IVY 0.134322 -0.327693 0.405746 -0.063819 0.067693 -0.039462 -2.175953 1
21.979135 124 NATNET2IVY 0.132541 -0.325496 0.405280 -0.053432 0.065905 -0.013988 -2.172534 1
22.012495 124 NATNET2IVY 0.131169 -0.323298 0.405266 -0.041164 0.065938 -0.000410 -2.172781 1
22.045659 124 NATNET2IVY 0.130357 -0.321139 0.406164 -0.024361 0.064766 0.026937 -2.168425 1
22.078989 124 NATNET2IVY 0.130026 -0.318762 0.406639 -0.009917 0.071326 0.014268 -2.169131 1
22.112215 124 NATNET2IVY 0.130284 -0.316561 0.407308 0.007737 0.066014 0.020072 -2.167792 1
22.145693 124 NATNET2IVY 0.131334 -0.314138 0.408491 0.031509 0.072693 0.035471 -2.167960 1
22.178765 124 NATNET2IVY 0.133316 -0.311499 0.409480 0.059439 0.079187 0.029669 -2.168140 1
22.212242 124 NATNET2IVY 0.135744 -0.308892 0.410114 0.072840 0.078213 0.019039 -2.171289 1
22.245640 124 NATNET2IVY 0.139169 -0.305978 0.410076 0.102753 0.087416 -0.001161 -2.168184 1
22.278869 124 NATNET2IVY 0.143357 -0.302892 0.409324 0.125659 0.092579 -0.022553 -2.170430 1
22.312441 124 NATNET2IVY 0.148418 -0.299820 0.407549 0.151830 0.092148 -0.053240 -2.169623 1
22.345578 124 NATNET2IVY 0.154393 -0.296533 0.406781 0.179249 0.098625 -0.023043 -2.169533 1
22.379269 124 NATNET2IVY 0.161266 -0.293152 0.405578 0.206169 0.101421 -0.036092 -2.170742 1
22.412798 124 NATNET2IVY 0.168824 -0.289964 0.404219 0.226744 0.095630 -0.040776 -2.172753 1
22.445792 124 NATNET2IVY 0.179469 -0.285970 0.403670 0.319370 0.119825 -0.016482 -2.175253 1
22.479041 124 NATNET2IVY 0.186131 -0.283769 0.404325 0.319370 0.119825 -0.016482 -2.181562 1
22.512461 124 NATNET2IVY 0.195363 -0.281081 0.405348 0.238405 0.073344 0.025181 -2.189901 1
22.545594 124 NATNET2IVY 0.204972 -0.278678 0.406202 0.288275 0.072073 0.025623 -2.197855 1
22.578951 124 NATNET2IVY 0.214512 -0.276480 0.406028 0.286190 0.065937 -0.005246 -2.200542 1
22.612314 124 NATNET2IVY 0.224239 -0.274626 0.404655 0.291806 0.055634 -0.041161 -2.202843 1
22.645603 124 NATNET2IVY 0.233707 -0.273216 0.403254 0.284059 0.042283 -0.042034 -2.203474 1
22.678868 124 NATNET2IVY 0.243151 -0.272179 0.403813 0.283304 0.031109 0.016758 -2.201212 1
22.712534 124 NATNET2IVY 0.252314 -0.271412 0.405176 0.274886 0.023006 0.040896 -2.198819 1
22.745732 124 NATNET2IVY 0.261367 -0.270934 0.406638 0.271604 0.014347 0.043847 -2.196137 1
22.779224 124 NATNET2IVY 0.270539 -0.270733 0.408856 0.275161 0.006051 0.066558 -2.195482 1
22.812387 124 NATNET2IVY 0.279527 -0.270867 0.411021 0.269623 -0.004022 0.064941 -2.190728 1
22.845684 124 NATNET2IVY 0.288836 -0.270863 0.415030 0.279276 0.000122 0.120268 -2.188181 1
22.879257 124 NATNET2IVY 0.298223 -0.271057 0.417772 0.281623 -0.005848 0.082256 -2.185244 1
22.912478 124 NATNET2IVY 0.307346 -0.271342 0.418005 0.273688 -0.008531 0.006991 -2.179913 1
22.945628 124 NATNET2IVY 0.316887 -0.271527 0.419342 0.286229 -0.005567 0.040117 -2.171897 1
22.979274 124 NATNET2IVY 0.325946 -0.271718 0.419364 0.271765 -0.005715 0.000663 -2.166931 1
23.012460 124 NATNET2IVY 0.335203 -0.271542 0.421177 0.277715 0.005262 0.054387 -2.161990 1
23.045592 124 NATNET2IVY 0.343972 -0.271505 0.422072 0.263071 0.001139 0.026861 -2.150885 1
23.079695 124 NATNET2IVY 0.352339 -0.271249 0.422368 0.250992 0.007675 0.008870 -2.135633 1
23.113537 124 NATNET2IVY 0.362626 -0.270466 0.422678 0.308609 0.023482 0.009286 -2.117781 1
23.146751 124 NATNET2IVY 0.370455 -0.269532 0.421611 0.234884 0.028006 -0.032000 -2.103240 1
23.180549 124 NATNET2IVY 0.378233 -0.268076 0.420390 0.233350 0.043697 -0.036642 -2.084848 1
23.213707 124 NATNET2IVY 0.385590 -0.266546 0.418214 0.220708 0.045899 -0.065267 -2.066494 1
23.246961 124 NATNET2IVY 0.392832 -0.264364 0.415112 0.217241 0.065459 -0.093047 -2.047769 1
23.280259 124 NATNET2IVY 0.399880 -0.261969 0.411861 0.211457 0.071850 -0.097539 -2.029893 1
